region1,region2,exp_cap,log_exp_cap,perc_urban,perc_formal,perc_smp,perc_sma
Indonesia Barat,Sumatera,1200270.8,13.998057,.77430111,.46520242,.54242557,.39045909
Indonesia Barat,Sumatera,1205389.5,14.002314,.28681237,.47482052,.41157109,.27692583
Indonesia Barat,Sumatera,1211346.8,14.007243,0,.47314763,.40816101,.26189387
Indonesia Barat,Sumatera,1237817.1,14.02886,.47075152,.42587999,.40310583,.23124366
Indonesia Barat,Sumatera,1270489.3,14.054913,.21726792,.27124831,.38423932,.25481421
Indonesia Barat,Sumatera,1272958.6,14.056854,.33297303,.4938167,.43232673,.26221815
Indonesia Barat,Sumatera,1273228.6,14.057067,.99895114,.67139852,.55076993,.397751
Indonesia Barat,Sumatera,1288117.9,14.068693,.48394632,.4061313,.51969558,.36601526
Indonesia Barat,Sumatera,1288988.8,14.069368,.90106791,.64618367,.57802689,.43612239
Indonesia Barat,Sumatera,1289813.4,14.070008,.44859323,.57438445,.48467904,.31384027
Indonesia Barat,Sumatera,1302257,14.07961,.28446653,.41026294,.26752785,.15228488
Indonesia Barat,Sumatera,1310825.6,14.086167,.85238045,.62813151,.51420903,.35950187
Indonesia Barat,Sumatera,1315113.1,14.089434,.48002997,.43380889,.34927928,.19960269
Indonesia Barat,Sumatera,1322722,14.095202,.32197815,.22388689,.48452526,.31111732
Indonesia Barat,Sumatera,1332250.4,14.10238,.34214759,.55930394,.4855032,.33009228
Indonesia Barat,Sumatera,1338432.4,14.10701,.70673227,.42070225,.5435831,.41679716
Indonesia Barat,Sumatera,1343330.3,14.110662,.18190864,.45322499,.46007869,.28653508
Indonesia Barat,Sumatera,1358389.3,14.12181,0,.44385272,.40520611,.26432714
Indonesia Barat,Sumatera,1369851.5,14.130213,.22841364,.52016878,.41671982,.2442905
Indonesia Barat,Sumatera,1370834.6,14.13093,.99853832,.58929235,.56651217,.42095199
Indonesia Barat,Sumatera,1370943.8,14.13101,.72705877,.64183438,.36621457,.21739367
Indonesia Barat,Sumatera,1375117,14.134049,.52213961,.46267533,.5089851,.33519715
Indonesia Barat,Sumatera,1389431,14.144404,.99860179,.64167523,.57711476,.41009113
Indonesia Barat,Sumatera,1390148.6,14.144921,.70504218,.62625527,.4917005,.3487817
Indonesia Barat,Sumatera,1405294.9,14.155758,.97903788,.63151705,.51551825,.36261418
Indonesia Barat,Sumatera,1422879.4,14.168193,.27292803,.49596074,.42611349,.27253273
Indonesia Barat,Sumatera,1425106.5,14.169757,.30467919,.51859832,.3539978,.21406317
Indonesia Barat,Sumatera,1431848.1,14.174477,.87818277,.53494221,.52395058,.38489568
Indonesia Barat,Sumatera,1441834.1,14.181427,.54782414,.62213242,.40193838,.25801736
Indonesia Barat,Sumatera,1455105.1,14.190589,.6725961,.66279238,.5684129,.42226848
Indonesia Barat,Sumatera,1455885.6,14.191125,.24786104,.14096795,.32701609,.19211076
Indonesia Barat,Sumatera,1478020.8,14.206214,.30796722,.53963965,.47486395,.32261527
Indonesia Barat,Sumatera,1506527.8,14.225318,.5053063,.44850972,.28976566,.17855757
Indonesia Barat,Sumatera,1507740,14.226123,.72642863,.40590775,.52587587,.34824148
Indonesia Barat,Sumatera,1531506.6,14.241762,.98740453,.67642385,.60376585,.44075027
Indonesia Barat,Sumatera,1556640,14.25804,.9690752,.56342584,.54532421,.39133328
Indonesia Barat,Sumatera,1559944.3,14.26016,1,.67682588,.63769692,.48447794
Indonesia Barat,Sumatera,1570003.1,14.266588,1,.61622012,.56181091,.4010219
Indonesia Barat,Sumatera,1573407.5,14.268754,.28700912,.51345968,.51438862,.36162049
Indonesia Barat,Sumatera,1579957,14.272908,.97053879,.61486113,.58904737,.44667065
Indonesia Barat,Sumatera,1620178.3,14.298047,.49032107,.41495883,.40263331,.24193873
Indonesia Barat,Sumatera,1632843.6,14.305834,1,.59609872,.56726021,.42218778
Indonesia Barat,Sumatera,1673562.4,14.330465,.96587074,.63975316,.59883511,.46074629
Indonesia Barat,Sumatera,1677212.5,14.332644,.64165884,.58035177,.44064334,.28858906
Indonesia Barat,Sumatera,1678366.6,14.333332,.64769661,.58662516,.39816111,.22759135
Indonesia Barat,Sumatera,1694894.9,14.343131,.98717117,.70936537,.51885647,.36421314
Indonesia Barat,Sumatera,1769740.1,14.386343,.99002534,.63407677,.61172342,.44730121
Indonesia Barat,Sumatera,1844818.5,14.427892,.98333234,.66811496,.52940065,.39753884
Indonesia Barat,Sumatera,1872470.8,14.442769,.9592275,.584584,.60025483,.4402667
Indonesia Barat,Sumatera,1970812.6,14.493957,.99999994,.76100707,.66199023,.53544968
Indonesia Barat,Sumatera,2020847,14.519028,.99352133,.7687341,.57158655,.45548904
Indonesia Timur,Bali & Nusa Tenggara,595880,13.297794,.053507838,.17955823,.29894605,.20172691
Indonesia Timur,Bali & Nusa Tenggara,614899.44,13.329214,.20958567,.28937486,.31079471,.20739596
Indonesia Timur,Bali & Nusa Tenggara,617684.44,13.333733,.22155511,.22965488,.29822996,.17831542
Indonesia Timur,Bali & Nusa Tenggara,643672.88,13.374946,.093366958,.18393765,.31059644,.20621517
Indonesia Timur,Bali & Nusa Tenggara,648552.19,13.382498,.077581972,.21867108,.33040449,.19407849
Indonesia Timur,Bali & Nusa Tenggara,652270.31,13.388214,.23624896,.19495505,.27990323,.18357734
Indonesia Timur,Bali & Nusa Tenggara,654161,13.391109,0,.18373105,.2676802,.16484496
Indonesia Timur,Bali & Nusa Tenggara,658031.94,13.397009,.25197151,.25747713,.32496068,.2070116
Indonesia Timur,Bali & Nusa Tenggara,658363.81,13.397513,.23934093,.28384688,.3387025,.19619188
Indonesia Timur,Bali & Nusa Tenggara,677616.69,13.426337,.22415431,.28203064,.29304245,.17090338
Indonesia Timur,Bali & Nusa Tenggara,678823,13.428116,.084375128,.21581766,.27837074,.17803654
Indonesia Timur,Bali & Nusa Tenggara,687872.81,13.44136,.15007414,.22602099,.29226339,.1711318
Indonesia Timur,Bali & Nusa Tenggara,711628.56,13.475311,.12457967,.16896451,.26900393,.14265753
Indonesia Timur,Bali & Nusa Tenggara,720088.38,13.487129,.37967673,.21793738,.32877761,.19219349
Indonesia Timur,Bali & Nusa Tenggara,741934.19,13.517015,.24159066,.28314865,.31032598,.18153045
Indonesia Timur,Bali & Nusa Tenggara,769336.69,13.553284,.31636828,.37427363,.32340986,.17094238
Indonesia Timur,Bali & Nusa Tenggara,787448.25,13.576553,.28854057,.17762724,.25979912,.14829227
Indonesia Timur,Bali & Nusa Tenggara,787602.06,13.576748,.26827148,.22317539,.30766267,.18722981
Indonesia Timur,Bali & Nusa Tenggara,801831.5,13.594654,.26030099,.27226511,.42552057,.28853846
Indonesia Timur,Bali & Nusa Tenggara,823172.13,13.62092,.56963956,.24054702,.35038587,.18026753
Indonesia Timur,Bali & Nusa Tenggara,843799.25,13.64567,.23562577,.26796648,.30328554,.18979093
Indonesia Timur,Bali & Nusa Tenggara,855042.69,13.658907,.14639747,.22648899,.4054054,.27593127
Indonesia Timur,Bali & Nusa Tenggara,909267.69,13.720395,.16700776,.25221682,.34114352,.21512316
Indonesia Timur,Bali & Nusa Tenggara,914129.38,13.725727,.11620912,.16217254,.22480647,.13344237
Indonesia Timur,Bali & Nusa Tenggara,930017.5,13.742959,.53836077,.45694607,.34242886,.20363955
Indonesia Timur,Bali & Nusa Tenggara,946423.56,13.760446,.56384718,.44672599,.4380337,.2786274
Indonesia Timur,Bali & Nusa Tenggara,977842.06,13.793103,.35588801,.27466425,.3381778,.17513758
Indonesia Timur,Bali & Nusa Tenggara,981098.25,13.796428,.30745375,.31933549,.35562128,.21711825
Indonesia Timur,Bali & Nusa Tenggara,1076232.5,13.888977,.37622645,.28670678,.39556247,.24221741
Indonesia Timur,Bali & Nusa Tenggara,1115170.1,13.924518,.60436392,.4702712,.45295897,.34406325
Indonesia Timur,Bali & Nusa Tenggara,1143102.3,13.949256,.5475806,.48983195,.36576581,.22483203
Indonesia Timur,Bali & Nusa Tenggara,1198185.4,13.996319,.47357699,.46848372,.49216634,.3416191
Indonesia Timur,Bali & Nusa Tenggara,1385703.6,14.141719,.36123776,.45518211,.41069713,.28771824
Indonesia Timur,Bali & Nusa Tenggara,1399040.8,14.151298,.8539173,.46302289,.55974525,.43879184
Indonesia Timur,Bali & Nusa Tenggara,1407028.5,14.156991,.98663682,.67134041,.57418758,.42862809
Indonesia Timur,Bali & Nusa Tenggara,1438465,14.179087,.77621597,.56964231,.46387404,.32971555
Indonesia Timur,Bali & Nusa Tenggara,1571950.9,14.267828,.99999994,.6145671,.50852156,.35512602
Indonesia Timur,Bali & Nusa Tenggara,1839554.6,14.425035,.90757394,.6794461,.59848434,.44823524
Indonesia Timur,Bali & Nusa Tenggara,2000258.5,14.508787,1,.69589913,.62522393,.46932819
Indonesia Timur,Maluku & Papua,697560.19,13.455344,.040356472,.21732864,.34525362,.21415092
Indonesia Timur,Maluku & Papua,755829.44,13.535571,0,.21412526,.29989201,.16389196
Indonesia Timur,Maluku & Papua,766812.06,13.549997,.18160015,.33997527,.38565084,.23507376
Indonesia Timur,Maluku & Papua,769305.63,13.553244,.063767612,.22562437,.39285654,.2540994
Indonesia Timur,Maluku & Papua,773302.5,13.558426,.060838301,.20990865,.36144564,.22171186
Indonesia Timur,Maluku & Papua,779360.19,13.566229,.15908158,.15007605,.34001946,.18804114
Indonesia Timur,Maluku & Papua,792568.06,13.583034,.22992276,.3298766,.38929561,.2338533
Indonesia Timur,Maluku & Papua,805262.44,13.598924,.27767834,.2505444,.43934315,.29503471
Indonesia Timur,Maluku & Papua,827226.44,13.625834,.30205211,.32685193,.46516633,.30375841
Indonesia Timur,Maluku & Papua,852007.13,13.65535,.072984248,.28042215,.32541755,.17823797
Indonesia Timur,Maluku & Papua,867555.5,13.673435,.26731971,.32444432,.43141046,.28790519
Indonesia Timur,Maluku & Papua,878210.25,13.685641,.41858134,.31690785,.36082163,.22063111
Indonesia Timur,Maluku & Papua,886564.81,13.695109,.08287438,.27718109,.41837454,.26402059
Indonesia Timur,Maluku & Papua,923882.31,13.73634,.12465706,.3376528,.38522378,.22000581
Indonesia Timur,Maluku & Papua,930215.88,13.743172,.14057919,.36134529,.32895046,.18917426
Indonesia Timur,Maluku & Papua,952749.06,13.767107,.51542318,.45528021,.49097565,.34467411
Indonesia Timur,Maluku & Papua,971611.81,13.786712,.28488922,.36299562,.41125429,.25454882
Indonesia Timur,Maluku & Papua,1042785.7,13.857407,.40203431,.3998743,.46184939,.30418611
Indonesia Timur,Maluku & Papua,1075944.3,13.888709,.061240718,.35619628,.39386344,.25033835
Indonesia Timur,Maluku & Papua,1471388.4,14.201717,.96798128,.57877338,.63763434,.48815063
Indonesia Timur,Maluku & Papua,1697246.9,14.344518,.88222045,.56772196,.60319215,.46539259
Indonesia Timur,Sulawesi,615286.38,13.329844,0,.29987058,.29563573,.16693667
Indonesia Timur,Sulawesi,617061.25,13.332724,.18310422,.31798962,.34517938,.2164074
Indonesia Timur,Sulawesi,621686.5,13.340191,0,.25313807,.34029242,.20787074
Indonesia Timur,Sulawesi,632399.81,13.357277,.82210261,.4401511,.30928135,.1647111
Indonesia Timur,Sulawesi,661193.56,13.401802,.0578949,.23583105,.37407047,.23921379
Indonesia Timur,Sulawesi,698593.69,13.456824,.19394539,.25981057,.36068127,.21217467
Indonesia Timur,Sulawesi,724087.81,13.492668,.18313713,.31058475,.27951047,.16736177
Indonesia Timur,Sulawesi,724409.69,13.493113,.23044024,.23093517,.42427254,.27007586
Indonesia Timur,Sulawesi,742906.69,13.518326,.24881907,.32828557,.31766617,.18882401
Indonesia Timur,Sulawesi,747308.69,13.524234,.13902752,.31480908,.28287438,.16530162
Indonesia Timur,Sulawesi,757859.94,13.538254,.20426199,.34406888,.37855968,.26153246
Indonesia Timur,Sulawesi,757982.63,13.538416,.12534483,.31568086,.36545774,.22016314
Indonesia Timur,Sulawesi,764686.5,13.547221,.14552902,.36890948,.35055625,.19729029
Indonesia Timur,Sulawesi,764702.25,13.547242,.14733653,.28791088,.32605886,.17589787
Indonesia Timur,Sulawesi,767781.5,13.55126,.12530349,.25893027,.36499655,.22411472
Indonesia Timur,Sulawesi,776510.75,13.562566,.10716204,.35456276,.36511227,.2233327
Indonesia Timur,Sulawesi,777442.19,13.563765,.23141961,.35337257,.38021603,.21570414
Indonesia Timur,Sulawesi,779016.63,13.565787,.34210372,.39661929,.35471955,.22720674
Indonesia Timur,Sulawesi,782714.69,13.570523,.21248983,.32995203,.3640421,.22517172
Indonesia Timur,Sulawesi,808102.19,13.602444,.27163914,.30137813,.34477082,.20442443
Indonesia Timur,Sulawesi,812510.75,13.607884,.46064723,.41225576,.39048108,.25413981
Indonesia Timur,Sulawesi,818600.69,13.615352,.10104201,.42516083,.32313997,.17926319
Indonesia Timur,Sulawesi,819428.19,13.616362,.19139129,.33892652,.35398453,.20440713
Indonesia Timur,Sulawesi,825523.5,13.623773,.28472668,.24003972,.39968494,.250128
Indonesia Timur,Sulawesi,835097.75,13.635304,.28623331,.33306232,.38185817,.22099802
Indonesia Timur,Sulawesi,835166.56,13.635386,.27971956,.26276323,.35644269,.22066009
Indonesia Timur,Sulawesi,843583.75,13.645414,.30006567,.36372092,.38571218,.25301069
Indonesia Timur,Sulawesi,845882.5,13.648136,.35321477,.46776924,.38003406,.23872818
Indonesia Timur,Sulawesi,850087.31,13.653094,.31128937,.32460308,.3517698,.19589265
Indonesia Timur,Sulawesi,851383.69,13.654618,.30181739,.28339362,.48589164,.29701951
Indonesia Timur,Sulawesi,852041.13,13.65539,.18196788,.34048724,.4244442,.26490912
Indonesia Timur,Sulawesi,862472.25,13.667559,.21326758,.26833791,.48351401,.30907258
Indonesia Timur,Sulawesi,867206.06,13.673032,.18051897,.31444246,.4078674,.24239311
Indonesia Timur,Sulawesi,875140.19,13.682139,.36278334,.36015323,.43794706,.26721814
Indonesia Timur,Sulawesi,876842.69,13.684083,.31994808,.28522655,.40005782,.24588473
Indonesia Timur,Sulawesi,889374,13.698273,.3024902,.36617103,.38062745,.23324977
Indonesia Timur,Sulawesi,897826.81,13.707732,.38048083,.4224017,.33792019,.19902532
Indonesia Timur,Sulawesi,902607.94,13.713043,.16062871,.29811531,.34617606,.20705138
Indonesia Timur,Sulawesi,903867.31,13.714437,.31551591,.37120643,.36696801,.22692278
Indonesia Timur,Sulawesi,906912.88,13.717802,.24158673,.28393194,.41445145,.25607264
Indonesia Timur,Sulawesi,907187.88,13.718105,.20917217,.24746883,.40731978,.2612437
Indonesia Timur,Sulawesi,908518.88,13.719571,.16046229,.27566329,.36986256,.22129221
Indonesia Timur,Sulawesi,908573.88,13.719631,.35116589,.29317075,.29275841,.17069888
Indonesia Timur,Sulawesi,908896.88,13.719987,0,.34333643,.33553833,.17558223
Indonesia Timur,Sulawesi,927618.63,13.740376,.27789477,.49321166,.35951501,.23831412
Indonesia Timur,Sulawesi,928441.44,13.741262,.24245371,.35205296,.32455912,.20034997
Indonesia Timur,Sulawesi,935435.19,13.748767,.42791659,.47065362,.42357934,.25893179
Indonesia Timur,Sulawesi,942535.63,13.756329,.092466585,.3468166,.42089364,.26225054
Indonesia Timur,Sulawesi,985487.38,13.800892,.13587008,.44070685,.4280962,.27774873
Indonesia Timur,Sulawesi,986593.56,13.802013,.17270762,.4695887,.33654097,.17621528
Indonesia Timur,Sulawesi,988459.63,13.803903,.2082954,.36255345,.33866709,.22420092
Indonesia Timur,Sulawesi,1001622.7,13.817132,.19328511,.27520069,.39551461,.25683883
Indonesia Timur,Sulawesi,1003364.8,13.81887,.24916473,.44916794,.36932424,.25916734
Indonesia Timur,Sulawesi,1009324.8,13.824792,.35154584,.41206238,.39227054,.23390113
Indonesia Timur,Sulawesi,1016827.9,13.832198,.10994551,.43881989,.35947824,.21476324
Indonesia Timur,Sulawesi,1018857.4,13.834192,.11694977,.32087108,.35823667,.19128622
Indonesia Timur,Sulawesi,1036305.7,13.851172,.28161576,.33034864,.38756913,.22149725
Indonesia Timur,Sulawesi,1039526.2,13.854276,.2564913,.41212901,.45273894,.2829392
Indonesia Timur,Sulawesi,1074893.4,13.887732,.29642698,.35485163,.30111417,.16075625
Indonesia Timur,Sulawesi,1082242.8,13.894547,.36982653,.46138367,.39674801,.27127066
Indonesia Timur,Sulawesi,1089215,13.900968,.26406804,.31572899,.47239324,.28220746
Indonesia Timur,Sulawesi,1102522,13.913111,.39052045,.50517726,.38569894,.25598782
Indonesia Timur,Sulawesi,1105871.6,13.916144,.25517642,.44214422,.44739944,.28217748
Indonesia Timur,Sulawesi,1106930.3,13.917101,.28496113,.46955627,.37697875,.23339799
Indonesia Timur,Sulawesi,1119194,13.92812,.33359516,.42731059,.41119573,.27141821
Indonesia Timur,Sulawesi,1124183,13.932567,.56773216,.46075109,.51837379,.36030179
Indonesia Timur,Sulawesi,1136151.6,13.943157,.12893566,.48219213,.43207139,.28524709
Indonesia Timur,Sulawesi,1155629.5,13.960155,.91243547,.64217472,.53601992,.3707498
Indonesia Timur,Sulawesi,1157034.5,13.96137,.84644043,.5510028,.53255653,.41264883
Indonesia Timur,Sulawesi,1186848.5,13.986812,.97469568,.61472291,.54578573,.37988752
Indonesia Timur,Sulawesi,1188644.6,13.988324,.85874319,.6591962,.55612057,.41226345
Indonesia Timur,Sulawesi,1195871.8,13.994386,.26583165,.41825044,.414496,.26699802
Indonesia Timur,Sulawesi,1261213.4,14.047585,.53959477,.58765477,.54493666,.39046806
Indonesia Timur,Sulawesi,1314085.3,14.088652,.13589478,.39951953,.41741163,.26325658
Indonesia Timur,Sulawesi,1371513.1,14.131425,.75568593,.58343631,.60114694,.4467783
Indonesia Timur,Sulawesi,1412277.1,14.160714,.73298025,.55851781,.5295769,.34634486
Indonesia Timur,Sulawesi,1505286.4,14.224494,.97803777,.65641195,.63110816,.48474213
Indonesia Timur,Sulawesi,1513094.4,14.229668,.99275964,.70888853,.57490236,.42026097
Indonesia Timur,Sulawesi,1527300.6,14.239013,.99432927,.6141029,.51907116,.39388484
Indonesia Timur,Sulawesi,1592592,14.280873,.97615272,.66462183,.61034024,.44677669
Indonesia Timur,Sulawesi,1644433.3,14.312906,.9695344,.69229656,.61182332,.46813813
